"english","sourceNo","sourceWord","mode"
"okay","200528","Osaka","Listening"
"open","200528","Osaka","Listening"
"marker","200529","market","Listening"
"criteria","200530","cafeteria","Listening"
"canteen","200530","cafeteria","Synonym"
"gem","200531","gym","Listening"
"jet","200531","gym","Listening"
"gum","200531","gym","Listening"
"sheet","200532","seat","Listening"
"music teacher","200533","movie theater","Listening"
"movie ticket","200533","movie theater","Listening"
"moving table","200533","movie theater","Listening"
"morning teacher","200533","movie theater","Listening"
"cinema","200533","movie theater","Synonym"
"restroom","200535","restaurant","Listening"
"wish","200537","dish","Listening"
"dash","200537","dish","Listening"
"gallery","200538","balcony","Listening"
"plays","200541","please","Listening"
"their","200543","our","ChoicesJaEn"
"his","200543","our","ChoicesJaEn"
"her","200543","our","ChoicesJaEn"
"went","200545","could","ChoicesJaEn"
"saw","200545","could","ChoicesJaEn"
"made","200545","could","ChoicesJaEn"
"spoke","200545","could","ChoicesJaEn"
"like ~","200546","be ready for ~","ChoicesJaEn"
"know ~","200546","be ready for ~","ChoicesJaEn"
"be sorry for ~","200546","be ready for ~","Listening"
"be good for ~","200546","be ready for ~","Listening"
"give A B","200550","show A B","ChoicesJaEn"
"send A B","200550","show A B","ChoicesJaEn"
"tell A B","200550","show A B","ChoicesJaEn"
"lend A B","200550","show A B","ChoicesJaEn"
"give A B","200550","show A B","Listening"
"send A B","200550","show A B","Listening"
"tell A B","200550","show A B","Listening"
"lend A B","200550","show A B","Listening"
"hide B from A","200550","show A B","Antonym"
"arm","200551","heart","ChoicesJaEn"
"wash ~","200553","try on ~","ChoicesJaEn"
"choose ~","200553","try on ~","ChoicesJaEn"
"wear ~","200553","try on ~","ChoicesJaEn"
"try out ~","200553","try on ~","Listening"
"read aloud","200554","write down ~","ChoicesJaEn"
"erase ~","200554","write down ~","ChoicesJaEn"
"count ~","200554","write down ~","ChoicesJaEn"
"memorize ~","200554","write down ~","ChoicesJaEn"
"write now","200554","write down ~","Listening"
"write again","200554","write down ~","Listening"
"write slowly","200554","write down ~","Listening"
"note ~","200554","write down ~","Synonym"
"open","200555","mix","ChoicesJaEn"
"fighter","200556","firefighter","Listening"
"fireman","200556","firefighter","Synonym"
"leave ~","200557","arrive in ~","ChoicesJaEn"
"visit ~","200557","arrive in ~","ChoicesJaEn"
"stay in ~","200557","arrive in ~","ChoicesJaEn"
"pass through ~","200557","arrive in ~","ChoicesJaEn"
"live in ~","200557","arrive in ~","Listening"
"drive in ~","200557","arrive in ~","Listening"
"stay in ~","200557","arrive in ~","Listening"
"leave ~","200557","arrive in ~","Antonym"
"leave ~","200558","arrive at ~","ChoicesJaEn"
"visit ~","200558","arrive at ~","ChoicesJaEn"
"enter ~","200558","arrive at ~","ChoicesJaEn"
"pass through ~","200558","arrive at ~","ChoicesJaEn"
"live at ~","200558","arrive at ~","Listening"
"drive at ~","200558","arrive at ~","Listening"
"leave ~","200558","arrive at ~","Antonym"
"inside","200560","back","ChoicesJaEn"
"see ~","200561","hear about ~","ChoicesJaEn"
"know about ~","200561","hear about ~","ChoicesJaEn"
"use ~","200561","hear about ~","ChoicesJaEn"
"read about ~","200561","hear about ~","Listening"
"ask about ~","200561","hear about ~","Listening"
"learn about ~","200561","hear about ~","Listening"
"blond","200562","blood","Listening"
"crosswalk","200563","traffic light","ChoicesJaEn"
"sidewalk","200563","traffic light","ChoicesJaEn"
"traffic sign","200563","traffic light","Listening"
"travel light","200563","traffic light","Listening"
"street light","200563","traffic light","Listening"
"snowman","200564","slow down","Listening"
"go slowly","200564","slow down","Synonym"
"speed up","200564","slow down","Antonym"
"herself","200565","himself","ChoicesJaEn"
"myself","200565","himself","ChoicesJaEn"
"yourself","200565","himself","ChoicesJaEn"
"herself","200565","himself","Listening"
"myself","200565","himself","Listening"
"him","200565","himself","Listening"
"Austrian","200566","Australian","Listening"
"Italian","200566","Australian","Listening"
"childish","200568","Chinese","Listening"
"leave ~","200571","stay at ~","ChoicesJaEn"
"return to ~","200571","stay at ~","ChoicesJaEn"
"start at ~","200571","stay at ~","Listening"
"stand at ~","200571","stay at ~","Listening"
"sit at ~","200571","stay at ~","Listening"
"study at ~","200571","stay at ~","Listening"
"stand in","200572","stay in","Listening"
"stay up","200572","stay in","Listening"
"sit in","200572","stay in","Listening"
"step in","200572","stay in","Listening"
"remain at home","200572","stay in","Synonym"
"visit ~","200573","stay with ~","ChoicesJaEn"
"help ~","200573","stay with ~","ChoicesJaEn"
"play with ~","200573","stay with ~","Listening"
"start with ~","200573","stay with ~","Listening"
"study with ~","200573","stay with ~","Listening"
"sit with ~","200573","stay with ~","Listening"
"apron","200574","apartment","Listening"
"repeatedly","200575","again and again","Synonym"
"right bag","200576","write back","Listening"
"white cap","200576","write back","Listening"
"ride back","200576","write back","Listening"
"light bag","200576","write back","Listening"
"Will you close the door?","200577","Will you open the window?","ChoicesJaEn"
"Will you come here?","200577","Will you open the window?","ChoicesJaEn"
"Will you wait a minute?","200577","Will you open the window?","ChoicesJaEn"
"Will you close the window?","200577","Will you open the window?","Listening"
"Will you open the door?","200577","Will you open the window?","Listening"
"Can you open the window?","200577","Will you open the window?","Listening"
"Will you clean the window?","200577","Will you open the window?","Listening"
"ask a question","200578","ask for help","ChoicesJaEn"
"make a call","200578","ask for help","ChoicesJaEn"
"ask the way","200578","ask for help","ChoicesJaEn"
"write a name","200578","ask for help","ChoicesJaEn"
"ask for milk","200578","ask for help","Listening"
"ask for lunch","200578","ask for help","Listening"
"look for help","200578","ask for help","Listening"
"wait for help","200578","ask for help","Listening"
"get help","200578","ask for help","Synonym"
"Please write your name.","200579","Please write back.","ChoicesJaEn"
"Please come here.","200579","Please write back.","ChoicesJaEn"
"Please wait a minute.","200579","Please write back.","ChoicesJaEn"
"Please read the book.","200579","Please write back.","ChoicesJaEn"
"Please write now.","200579","Please write back.","Listening"
"Please come back.","200579","Please write back.","Listening"
"Please sit back.","200579","Please write back.","Listening"
"Please write that.","200579","Please write back.","Listening"
"Please reply.","200579","Please write back.","Synonym"
"Just a minute","200580","Just a minute, please.","ChoicesJaEn"
"please.","200580","Just a minute, please.","ChoicesJaEn"
"Be careful","200580","Just a minute, please.","ChoicesJaEn"
"please.","200580","Just a minute, please.","ChoicesJaEn"
"please.","200580","Just a minute, please.","ChoicesJaEn"
"Say it again","200580","Just a minute, please.","ChoicesJaEn"
"please.","200580","Just a minute, please.","ChoicesJaEn"
"Help me","200580","Just a minute, please.","ChoicesJaEn"
"please.","200580","Just a minute, please.","ChoicesJaEn"
"Just a minute","200580","Just a minute, please.","Listening"
"please.","200580","Just a minute, please.","Listening"
"Just a moment","200580","Just a minute, please.","Listening"
"please.","200580","Just a minute, please.","Listening"
"Wait a minute","200580","Just a minute, please.","Listening"
"please.","200580","Just a minute, please.","Listening"
"Just a second","200580","Just a minute, please.","Listening"
"please.","200580","Just a minute, please.","Listening"
"Pardon me","200580","Just a minute, please.","Listening"
"please.","200580","Just a minute, please.","Listening"
"Just a moment, please.","200580","Just a minute, please.","Synonym"
"come out","200582","come back","Listening"
"go bad","200583","go back","Listening"
"get back","200583","go back","Listening"
"go black","200583","go back","Listening"
"leave ~","200584","go back to ~","ChoicesJaEn"
"wait at ~","200584","go back to ~","ChoicesJaEn"
"visit ~","200584","go back to ~","ChoicesJaEn"
"get back to ~","200584","go back to ~","Listening"
"walk back to ~","200584","go back to ~","Listening"
"return to ~","200584","go back to ~","Synonym"
"leave ~","200584","go back to ~","Antonym"
"at the store","200585","back home","ChoicesJaEn"
"bad home","200585","back home","Listening"
"black home","200585","back home","Listening"
"bag home","200585","back home","Listening"
"bank home","200585","back home","Listening"
"home again","200585","back home","Synonym"
"call home","200586","come home","Listening"
"came home","200586","come home","Listening"
"return home","200586","come home","Synonym"
"got home","200587","go home","Listening"
"go hope","200587","go home","Listening"
"return home","200587","go home","Synonym"
"leave ~","200588","come back to ~","ChoicesJaEn"
"return to ~","200588","come back to ~","Synonym"
"leave ~","200588","come back to ~","Antonym"
"by bike","200589","by bus","ChoicesJaEn"
"by bike","200589","by bus","Listening"
"by boat","200589","by bus","Listening"
"by bike","200590","by train","ChoicesJaEn"
"by plane","200590","by train","Listening"
"by tram","200590","by train","Listening"
"by truck","200590","by train","Listening"
"by trail","200590","by train","Listening"
"serving","200591","surfing","Listening"
"drawing","200593","dining room","Listening"
"morning room","200593","dining room","Listening"
"dining hall","200593","dining room","Listening"
"leaving","200594","living room","Listening"
"giving","200594","living room","Listening"
"living","200594","living room","Listening"
"baton","200595","button","Listening"
"candle","200596","circle","Listening"
"laser","200597","eraser","Listening"
"racer","200597","eraser","Listening"
"rug","200598","carpet","Synonym"
"taken","200600","bacon","Listening"
"weakened","200602","weekend","Listening"
"open","200603","count","ChoicesJaEn"
"can't","200603","count","Listening"
"testbook","200604","textbook","Listening"
"text","200604","textbook","Listening"
"cookbook","200604","textbook","Listening"
"schoolbag","200605","schoolyard","Listening"
"schoolbus","200605","schoolyard","Listening"
"backyard","200605","schoolyard","Listening"
"schoolwork","200605","schoolyard","Listening"
"wait for","200607","look for ~","ChoicesJaEn"
"search for","200607","look for ~","Synonym"
"sit and wait","200608","look around","ChoicesJaEn"
"run fast","200608","look around","ChoicesJaEn"
"walk around","200608","look around","Listening"
"look aloud","200608","look around","Listening"
"book around","200608","look around","Listening"
"know ~","200609","look like ~","ChoicesJaEn"
"like ~","200609","look like ~","ChoicesJaEn"
"remember ~","200609","look like ~","ChoicesJaEn"
"cook rice","200609","look like ~","Listening"
"book light","200609","look like ~","Listening"
"good bike","200609","look like ~","Listening"
"long line","200609","look like ~","Listening"
"mile","200611","mail","Listening"
"bus office","200612","post office","Listening"
"police office","200612","post office","Listening"
"ticket office","200612","post office","Listening"
"head office","200612","post office","Listening"
"florist","200616","drugstore","ChoicesJaEn"
"dress shop","200616","drugstore","Listening"
"desk store","200616","drugstore","Listening"
"florist","200617","bakery","ChoicesJaEn"
"gallery","200617","bakery","Listening"
"florist","200618","cake shop","ChoicesJaEn"
"book shop","200618","cake shop","Listening"
"toy shop","200618","cake shop","Listening"
"pet shop","200618","cake shop","Listening"
"cake stop","200618","cake shop","Listening"
"shoe store","200619","flower shop","ChoicesJaEn"
"flower show","200619","flower shop","Listening"
"tower shop","200619","flower shop","Listening"
"flower stop","200619","flower shop","Listening"
"toy shop","200619","flower shop","Listening"
"shoe store","200620","toy store","ChoicesJaEn"
"boy store","200620","toy store","Listening"
"toy story","200620","toy store","Listening"
"top store","200620","toy store","Listening"
"tall store","200620","toy store","Listening"
"shoe store","200621","bookstore","ChoicesJaEn"
"cook store","200621","bookstore","Listening"
"look store","200621","bookstore","Listening"
"backstore","200621","bookstore","Listening"
"book star","200621","bookstore","Listening"
"bookshop","200621","bookstore","Synonym"
"candy shop","200622","coffee shop","Listening"
"toy shop","200622","coffee shop","Listening"
"coffee cup","200622","coffee shop","Listening"
"corner shop","200622","coffee shop","Listening"
"he'll","200623","it'll","ChoicesJaEn"
"I'll","200623","it'll","ChoicesJaEn"
"you can","200623","it'll","ChoicesJaEn"
"we did","200623","it'll","ChoicesJaEn"
"who's","200624","what's","ChoicesJaEn"
"when's","200624","what's","ChoicesJaEn"
"why's","200624","what's","ChoicesJaEn"
"who's","200624","what's","Listening"
"when's","200624","what's","Listening"
"wants","200624","what's","Listening"
"who's","200625","where's","ChoicesJaEn"
"when's","200625","where's","ChoicesJaEn"
"why's","200625","where's","ChoicesJaEn"
"which is","200625","where's","ChoicesJaEn"
"when's","200625","where's","Listening"
"for a minute","200626","for a moment","Listening"
"for a second","200626","for a moment","Listening"
"for the morning","200626","for a moment","Listening"
"for my mother","200626","for a moment","Listening"
"behind ~","200627","next to ~","ChoicesJaEn"
"in ~","200627","next to ~","ChoicesJaEn"
"under ~","200627","next to ~","ChoicesJaEn"
"net","200627","next to ~","Listening"
"beside","200627","next to ~","Synonym"
"skipping","200628","skating","Listening"
"sitting","200628","skating","Listening"
"came","200629","camp","Listening"
"go swimming","200630","go skiing","ChoicesJaEn"
"go running","200630","go skiing","ChoicesJaEn"
"go skating","200630","go skiing","Listening"
"go camping","200630","go skiing","Listening"
