"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200260	2	more	もっと	a larger amount or number	I want more water.	私はもっと水がほしいです。	adverb	2	5	""[""""もっと"""",""""少し"""",""""たくさん"""",""""すぐに"""",""""いつも""""]""	""[""""more"""",""""little"""",""""much"""",""""soon"""",""""always""""]""	""[""""more"""",""""mole"""",""""mall"""",""""move"""",""""morning""""]""	""[{""""word"""":""""extra"""",""""note"""":""""追加の、という意味で近い""""}]""	""[{""""word"""":""""less"""",""""note"""":""""量がより少ない""""}]"""
200261	2	grass	草	green plants that cover the ground	The grass is very green.	その草はとても緑です。	noun	2	3	""[""""草"""",""""花"""",""""木"""",""""葉"""",""""土""""]""	""[""""grass"""",""""flower"""",""""tree"""",""""leaf"""",""""soil""""]""	""[""""grass"""",""""glass"""",""""class"""",""""grape"""",""""glove""""]""	[]	[]"
200262	2	melon	メロン	a large sweet fruit	I ate a melon yesterday.	私は昨日メロンを食べました。	noun	2	2	""[""""メロン"""",""""りんご"""",""""ぶどう"""",""""もも"""",""""みかん""""]""	""[""""melon"""",""""apple"""",""""grape"""",""""peach"""",""""orange""""]""	""[""""melon"""",""""lemon"""",""""million"""",""""metal"""",""""button""""]""	[]	[]"
200263	2	cabbage	キャベツ	a round green vegetable with many leaves	We need a cabbage for dinner.	夕食にキャベツが1つ必要です。	noun	3	2	""[""""キャベツ"""",""""にんじん"""",""""たまねぎ"""",""""じゃがいも"""",""""トマト""""]""	""[""""cabbage"""",""""carrot"""",""""onion"""",""""potato"""",""""tomato""""]""	""[""""cabbage"""",""""carriage"""",""""cabin"""",""""package"""",""""campus""""]""	[]	[]"
200264	2	leaf	葉	a flat green part of a plant or tree	A leaf fell from the tree.	葉が木から落ちました。	noun	2	3	""[""""葉"""",""""花"""",""""根"""",""""枝"""",""""種""""]""	""[""""leaf"""",""""flower"""",""""root"""",""""branch"""",""""seed""""]""	""[""""leaf"""",""""life"""",""""left"""",""""lead"""",""""lift""""]""	[]	[]"
200265	2	cucumber	きゅうり	a long green vegetable	I ate a cucumber in my salad.	私はサラダできゅうりを食べました。	noun	2	2	""[""""きゅうり"""",""""にんじん"""",""""たまねぎ"""",""""じゃがいも"""",""""トマト""""]""	""[""""cucumber"""",""""carrot"""",""""onion"""",""""potato"""",""""tomato""""]""	""[""""cucumber"""",""""computer"""",""""customer"""",""""calendar"""",""""coconut""""]""	[]	[]"
200266	2	say hello to ...	…にあいさつする	to greet someone by saying hello	Please say hello to your teacher.	先生にあいさつしてください。	verb	2	3	""[""""…にあいさつする"""",""""…に会う"""",""""…に話す"""",""""…を手伝う"""",""""…を待つ""""]""	""[""""say hello to ..."""",""""meet ..."""",""""talk to ..."""",""""help ..."""",""""wait for ...""""]""	""[""""say hello to ..."""",""""say good-bye to ..."""",""""stay close to ..."""",""""talk to ..."""",""""go home to ...""""]""	""[{""""word"""":""""greet ..."""",""""note"""":""""やや短く言う形""""}]""	""[{""""word"""":""""say good-bye to ..."""",""""note"""":""""別れのあいさつをする""""}]"""
200267	2	Good evening	こんばんは	a greeting used in the evening	Good evening, Mr. Sato.	こんばんは、佐藤さん。	greeting	1	4	""[""""こんばんは"""",""""おはよう"""",""""こんにちは"""",""""さようなら"""",""""おやすみ""""]""	""[""""Good evening"""",""""Good morning"""",""""Hello"""",""""Goodbye"""",""""Good night""""]""	""[""""Good evening"""",""""Good morning"""",""""Good night"""",""""Goodbye"""",""""Hello""""]""	[]	[]"
200268	2	Good morning	おはよう	a greeting used in the morning	Good morning, everyone.	みなさん、おはよう。	greeting	1	4	""[""""おはよう"""",""""こんばんは"""",""""こんにちは"""",""""さようなら"""",""""おやすみ""""]""	""[""""Good morning"""",""""Good evening"""",""""Hello"""",""""Goodbye"""",""""Good night""""]""	""[""""Good morning"""",""""Good evening"""",""""Good night"""",""""Goodbye"""",""""Hello""""]""	[]	[]"
200269	2	set	置く	to put something in a place	Please set the box on the table.	その箱をテーブルの上に置いてください。	verb	3	4	""[""""置く"""",""""持つ"""",""""開ける"""",""""使う"""",""""作る""""]""	""[""""set"""",""""hold"""",""""open"""",""""use"""",""""make""""]""	""[""""set"""",""""sit"""",""""send"""",""""sad"""",""""sat""""]""	[]	[]"
200270	2	soon	すぐに	in a short time	I will be home soon.	私はすぐに家に帰ります。	adverb	2	4	""[""""すぐに"""",""""ゆっくり"""",""""いつも"""",""""ときどき"""",""""昨日""""]""	""[""""soon"""",""""slowly"""",""""always"""",""""sometimes"""",""""yesterday""""]""	""[""""soon"""",""""moon"""",""""room"""",""""soup"""",""""song""""]""	""[{""""word"""":""""quickly"""",""""note"""":""""「速く」だが文脈によって近い""""}]""	""[{""""word"""":""""later"""",""""note"""":""""もっと後で""""}]"""
200271	2	be glad to do	喜んで〜する	to be happy to do something	I am glad to help you.	私は喜んであなたを手伝います。	phrase	2	2	""[""""喜んで〜する"""",""""〜したい"""",""""〜し始める"""",""""〜し続ける"""",""""〜し忘れる""""]""	""[""""be glad to do"""",""""want to do"""",""""start to do"""",""""keep doing"""",""""forget to do""""]""	""[""""be glad to do"""",""""be ready to"""",""""be kind to"""",""""be late for"""",""""be good at""""]""	[]	[]"
200272	2	be happy to do	喜んで〜する	to be glad to do something	I am happy to help you.	私は喜んであなたを手伝います。	phrase	2	2	""[""""喜んで〜する"""",""""〜したい"""",""""〜し始める"""",""""〜し続ける"""",""""〜し終える""""]""	""[""""be happy to do"""",""""want to do"""",""""start to do"""",""""keep doing"""",""""finish doing""""]""	""[""""be happy to do"""",""""be ready to do"""",""""be sorry to do"""",""""be able to do"""",""""be nice to do""""]""	""[{""""word"""":""""be glad to do"""",""""note"""":""""ほぼ同じ意味""""}]""	[]"
200273	2	glad	うれしい	happy about something	I am glad to see you.	あなたに会えてうれしいです。	adjective	2	3	""[""""うれしい"""",""""かなしい"""",""""ねむい"""",""""いそがしい"""",""""こわい""""]""	""[""""glad"""",""""sad"""",""""sleepy"""",""""busy"""",""""afraid""""]""	""[""""glad"""",""""glass"""",""""grade"""",""""grass"""",""""grand""""]""	""[{""""word"""":""""happy"""",""""note"""":""""gladより広く使う基本語""""}]""	""[{""""word"""":""""sad"""",""""note"""":""""悲しい""""}]"""
200274	2	suitcase	スーツケース	a bag for carrying clothes when traveling	My suitcase is very heavy.	私のスーツケースはとても重いです。	noun	2	2	""[""""スーツケース"""",""""かばん"""",""""箱"""",""""机"""",""""いす""""]""	""[""""suitcase"""",""""bag"""",""""box"""",""""desk"""",""""chair""""]""	""[""""suitcase"""",""""sunset"""",""""toothpaste"""",""""bookcase"""",""""Sunday""""]""	""[{""""word"""":""""bag"""",""""note"""":""""より広い意味の基本語""""}]""	[]"
200275	2	rock	岩	a large hard stone	The boy sat on a rock.	その少年は岩の上に座りました。	noun	2	3	""[""""岩"""",""""石"""",""""木"""",""""花"""",""""草""""]""	""[""""rock"""",""""stone"""",""""tree"""",""""flower"""",""""grass""""]""	""[""""rock"""",""""lock"""",""""sock"""",""""rocket"""",""""road""""]""	""[{""""word"""":""""stone"""",""""note"""":""""rockより小さいことが多い""""}]""	[]"
200276	2	bone	骨	the hard part inside your body	The dog has a bone.	その犬は骨を持っています。	noun	2	3	""[""""骨"""",""""歯"""",""""指"""",""""腕"""",""""足""""]""	""[""""bone"""",""""tooth"""",""""finger"""",""""arm"""",""""leg""""]""	""[""""bone"""",""""phone"""",""""boat"""",""""bowl"""",""""born""""]""	[]	[]"
200277	2	feel	感じる	to have an emotion or a physical sense	I feel happy today.	私は今日うれしく感じます。	verb	2	5	""[""""感じる"""",""""考える"""",""""知る"""",""""望む"""",""""動く""""]""	""[""""feel"""",""""think"""",""""know"""",""""want"""",""""move""""]""	""[""""feel"""",""""fill"""",""""fell"""",""""feed"""",""""field""""]""	[]	[]"
200278	2	enjoy doing	〜するのを楽しむ	to like doing something	I enjoy playing soccer.	私はサッカーをするのを楽しみます。	verb	3	3	""[""""〜するのを楽しむ"""",""""〜するのをやめる"""",""""〜するのを始める"""",""""〜するのを忘れる"""",""""〜するのを終える""""]""	""[""""enjoy doing"""",""""stop doing"""",""""start doing"""",""""forget to do"""",""""finish doing""""]""	""[""""enjoy doing"""",""""enjoy reading"""",""""enjoy cooking"""",""""enjoy singing"""",""""enjoy skating""""]""	[]	[]"
200279	2	get well	元気になる	to become healthy again	I hope you get well soon.	あなたがすぐ元気になることを願っています。	verb	2	3	""[""""元気になる"""",""""眠る"""",""""起きる"""",""""休む"""",""""歩く""""]""	""[""""get well"""",""""go home"""",""""sit down"""",""""wake up"""",""""come back""""]""	""[""""get well"""",""""get up"""",""""good job"""",""""go out"""",""""wet""""]""	""[{""""word"""":""""recover"""",""""note"""":""""少しかたい語""""}]""	""[{""""word"""":""""get sick"""",""""note"""":""""病気になる""""}]"""
200280	2	listen to	〜を聞く	to pay attention to sound	Please listen to your teacher.	先生の話を聞いてください。	verb	2	4	""[""""〜を聞く"""",""""〜を見る"""",""""〜を書く"""",""""〜を読む"""",""""〜を話す""""]""	""[""""listen to"""",""""look at"""",""""write"""",""""read"""",""""speak""""]""	""[""""listen to"""",""""lesson"""",""""little"""",""""list"""",""""written""""]""	""[{""""word"""":""""hear"""",""""note"""":""""hearは自然に聞こえる、listen toは注意して聞く""""}]""	[]"
200281	2	sound	聞こえる	to seem by hearing or to give an idea by sound	That sounds great.	それはよさそうに聞こえます。	verb	2	4	""[""""聞こえる"""",""""見える"""",""""感じる"""",""""動く"""",""""始まる""""]""	""[""""sound"""",""""look"""",""""feel"""",""""move"""",""""start""""]""	""[""""sound"""",""""round"""",""""found"""",""""song"""",""""sand""""]""	""[{""""word"""":""""seem"""",""""note"""":""""〜のように思われる""""}]""	[]"
200282	2	mountain	山	a very high hill	We climbed the mountain yesterday.	私たちは昨日その山に登りました。	noun	2	3	""[""""山"""",""""川"""",""""湖"""",""""森"""",""""島""""]""	""[""""mountain"""",""""river"""",""""lake"""",""""forest"""",""""island""""]""	""[""""mountain"""",""""fountain"""",""""curtain"""",""""captain"""",""""button""""]""	""[{""""word"""":""""hill"""",""""note"""":""""mountain のほうが高くて大きい""""}]""	[]"
200283	2	boot	ブーツ	a strong shoe that covers the foot and ankle	She bought new boots for winter.	彼女は冬用に新しいブーツを買いました。	noun	2	2	""[""""ブーツ"""",""""くつ"""",""""ぼうし"""",""""シャツ"""",""""くつした""""]""	""[""""boot"""",""""shoe"""",""""hat"""",""""shirt"""",""""sock""""]""	""[""""boot"""",""""book"""",""""boat"""",""""food"""",""""ball""""]""	[]	[]"
200284	2	top	いちばん上	the highest part of something	The cat is on the top of the box.	その猫は箱のいちばん上にいます。	noun	2	3	""[""""いちばん上"""",""""まんなか"""",""""した"""",""""よこ"""",""""うしろ""""]""	""[""""top"""",""""middle"""",""""bottom"""",""""side"""",""""back""""]""	""[""""top"""",""""tap"""",""""tip"""",""""toy"""",""""stop""""]""	[]	""[{""""word"""":""""bottom"""",""""note"""":""""いちばん下""""}]"""
200285	2	clap	拍手する	to hit your hands together to show you like something	Please clap for the singer.	その歌手に拍手してください。	verb	2	3	""[""""拍手する"""",""""ける"""",""""押す"""",""""投げる"""",""""引く""""]""	""[""""clap"""",""""kick"""",""""push"""",""""throw"""",""""pull""""]""	""[""""clap"""",""""clip"""",""""clock"""",""""crab"""",""""club""""]""	""[{""""word"""":""""applaud"""",""""note"""":""""ややかたい語""""}]""	[]"
200286	2	kick	ける	to hit something with your foot	He can kick the ball well.	彼はじょうずにボールをけることができます。	verb	2	4	""[""""ける"""",""""打つ"""",""""投げる"""",""""押す"""",""""引く""""]""	""[""""kick"""",""""hit"""",""""throw"""",""""push"""",""""pull""""]""	""[""""kick"""",""""pick"""",""""kid"""",""""kit"""",""""kiss""""]""	[]	[]"
200287	2	shake hands	握手する	to hold someone's hand when you meet or greet	We shake hands after the game.	私たちは試合のあとで握手します。	verb	2	2	""[""""握手する"""",""""おじぎする"""",""""手を振る"""",""""指さす"""",""""さわる""""]""	""[""""shake hands"""",""""bow"""",""""wave"""",""""point"""",""""touch""""]""	""[""""shake hands"""",""""shake head"""",""""take hands"""",""""shook hands"""",""""wash hands""""]""	[]	[]"
200288	2	hug	抱きしめる	to hold someone closely with your arms	She will hug her mother.	彼女は母親を抱きしめるでしょう。	verb	2	3	""[""""抱きしめる"""",""""押す"""",""""引く"""",""""たたく"""",""""持ち上げる""""]""	""[""""hug"""",""""push"""",""""pull"""",""""hit"""",""""lift""""]""	""[""""hug"""",""""bug"""",""""bag"""",""""hat"""",""""hot""""]""	[]	[]"
200289	2	keep	保つ	to continue to have or stay in a state	Please keep the room clean.	その部屋をきれいに保ってください。	verb	3	5	""[""""保つ"""",""""動かす"""",""""開ける"""",""""閉める"""",""""集める""""]""	""[""""keep"""",""""move"""",""""open"""",""""close"""",""""collect""""]""	""[""""keep"""",""""deep"""",""""key"""",""""kid"""",""""cap""""]""	[]	[]"
200290	2	cave	ほら穴	a large hole in the side of a hill or under the ground	They found a cave in the mountain.	彼らは山の中でほら穴を見つけました。	noun	3	2	""[""""ほら穴"""",""""森"""",""""湖"""",""""島"""",""""砂浜""""]""	""[""""cave"""",""""forest"""",""""lake"""",""""island"""",""""beach""""]""	""[""""cave"""",""""case"""",""""cape"""",""""came"""",""""care""""]""	[]	[]"
200291	2	Halloween	ハロウィーン	a fun day on October 31	We wear costumes on Halloween.	私たちはハロウィーンに仮装をします。	noun	2	3	""[""""ハロウィーン"""",""""クリスマス"""",""""お正月"""",""""誕生日"""",""""夏休み""""]""	""[""""Halloween"""",""""Christmas"""",""""birthday"""",""""holiday"""",""""festival""""]""	""[""""Halloween"""",""""holiday"""",""""hallway"""",""""yellow"""",""""window""""]""	[]	[]"
200292	2	fire	火	something hot and bright that burns	The fire is very hot.	その火はとても熱いです。	noun	2	4	""[""""火"""",""""水"""",""""雪"""",""""風"""",""""雨""""]""	""[""""fire"""",""""water"""",""""snow"""",""""wind"""",""""rain""""]""	""[""""fire"""",""""five"""",""""farm"""",""""tire"""",""""file""""]""	[]	[]"
200293	2	hot chocolate	ホットチョコレート	a hot sweet drink made with chocolate	I drink hot chocolate in winter.	私は冬にホットチョコレートを飲みます。	noun	2	2	""[""""ホットチョコレート"""",""""オレンジジュース"""",""""牛乳"""",""""お茶"""",""""コーヒー""""]""	""[""""hot chocolate"""",""""orange juice"""",""""milk"""",""""tea"""",""""coffee""""]""	""[""""hot chocolate"""",""""hot coffee"""",""""chocolate"""",""""cold chocolate"""",""""hot chicken""""]""	[]	[]"
