"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400271	4	collapse	崩れ落ちる	to fall down suddenly	The old bridge may collapse soon.	その古い橋はまもなく崩れ落ちるかもしれない。	verb	4	2	""[""""崩れ落ちる"""",""""建てる"""",""""広がる"""",""""集まる"""",""""支える""""]""	""[""""collapse"""",""""build"""",""""spread"""",""""gather"""",""""support""""]""	""[""""collapse"""",""""collect"""",""""correct"""",""""connect"""",""""compare""""]""	""[{""""word"""":""""fall"""",""""note"""":""""より基本的な語""""},{""""word"""":""""crash"""",""""note"""":""""強く壊れて落ちる感じ""""}]""	""[{""""word"""":""""stand"""",""""note"""":""""立ったままでいる""""},{""""word"""":""""support"""",""""note"""":""""支える""""}]"""
400272	4	household	家庭	all the people living in one home	Every household needs clean water.	どの家庭にもきれいな水が必要です。	noun	4	3	""[""""家庭"""",""""学校"""",""""会社"""",""""地域"""",""""病院""""]""	""[""""household"""",""""school"""",""""company"""",""""community"""",""""hospital""""]""	""[""""household"""",""""hometown"""",""""handbook"""",""""housework"""",""""homeroom""""]""	""[{""""word"""":""""home"""",""""note"""":""""より広く「家・家庭」""""}]""	[]"
400273	4	prominent	有名な	well known and important	She is a prominent scientist in Japan.	彼女は日本で有名な科学者です。	adjective	5	2	""[""""有名な"""",""""静かな"""",""""正直な"""",""""危険な"""",""""親切な""""]""	""[""""prominent"""",""""quiet"""",""""honest"""",""""dangerous"""",""""kind""""]""	""[""""prominent"""",""""promise"""",""""proper"""",""""probably"""",""""project""""]""	""[{""""word"""":""""famous"""",""""note"""":""""最も基本的な類義語""""},{""""word"""":""""well-known"""",""""note"""":""""やや説明的な表現""""}]""	""[{""""word"""":""""unknown"""",""""note"""":""""知られていない""""}]"""
400274	4	celebrity	有名人	a famous person	The restaurant was full of celebrities.	そのレストランは有名人でいっぱいだった。	noun	4	3	""[""""有名人"""",""""俳優"""",""""歌手"""",""""記者"""",""""画家""""]""	""[""""celebrity"""",""""actor"""",""""singer"""",""""reporter"""",""""artist""""]""	""[""""celebrity"""",""""ceremony"""",""""cellar"""",""""salary"""",""""library""""]""	""[{""""word"""":""""star"""",""""note"""":""""くだけた言い方で「スター」""""}]""	[]"
400275	4	remote	遠い	far away from other places	They lived in a remote village.	彼らは遠い村に住んでいた。	adjective	4	3	""[""""遠い"""",""""近い"""",""""静かな"""",""""広い"""",""""暗い""""]""	""[""""remote"""",""""near"""",""""quiet"""",""""wide"""",""""dark""""]""	""[""""remote"""",""""remove"""",""""report"""",""""repeat"""",""""repair""""]""	""[{""""word"""":""""distant"""",""""note"""":""""ややかたい言い方""""}]""	""[{""""word"""":""""near"""",""""note"""":""""近い""""}]"""
400276	4	tractor	トラクター	a farm vehicle used to pull machines	The farmer drove a tractor across the field.	その農家の人は畑をトラクターで走った。	noun	4	2	""[""""トラクター"""",""""トラック"""",""""バス"""",""""自転車"""",""""船""""]""	""[""""tractor"""",""""truck"""",""""bus"""",""""bicycle"""",""""boat""""]""	""[""""tractor"""",""""track"""",""""travel"""",""""traffic"""",""""trainer""""]""	[]	[]"
400277	4	swift	素早い	moving very fast	The bird is swift in the sky.	その鳥は空を素早く飛ぶ。	adjective	4	3	""[""""素早い"""",""""静かな"""",""""重い"""",""""明るい"""",""""安全な""""]""	""[""""swift"""",""""quiet"""",""""heavy"""",""""bright"""",""""safe""""]""	""[""""swift"""",""""shift"""",""""swim"""",""""sweet"""",""""soft""""]""	""[{""""word"""":""""quick"""",""""note"""":""""より一般的な語""""},{""""word"""":""""fast"""",""""note"""":""""日常会話でよく使う""""}]""	""[{""""word"""":""""slow"""",""""note"""":""""速くない""""}]"""
400278	4	suffer	苦しむ	to feel pain or trouble	Many people suffer from the heat in summer.	多くの人が夏の暑さに苦しむ。	verb	4	4	""[""""苦しむ"""",""""隠す"""",""""集める"""",""""運ぶ"""",""""招く""""]""	""[""""suffer"""",""""hide"""",""""collect"""",""""carry"""",""""invite""""]""	""[""""suffer"""",""""summer"""",""""supper"""",""""sudden"""",""""soccer""""]""	""[{""""word"""":""""hurt"""",""""note"""":""""痛みを受ける意味で近い""""}]""	""[{""""word"""":""""recover"""",""""note"""":""""苦しんだ後によくなる""""}]"""
400279	4	relief	安心	a feeling of comfort after worry or pain	I felt relief after the test.	私はテストのあと安心した。	noun	4	3	""[""""安心"""",""""怒り"""",""""希望"""",""""勇気"""",""""驚き""""]""	""[""""relief"""",""""anger"""",""""hope"""",""""courage"""",""""surprise""""]""	""[""""relief"""",""""belief"""",""""repeat"""",""""release"""",""""reply""""]""	[]	""[{""""word"""":""""anxiety"""",""""note"""":""""不安な気持ち""""}]"""
400280	4	regret	後悔する	to feel sorry about something you did or did not do	I regret saying those words.	私はあんな言葉を言ったことを後悔している。	verb	4	3	""[""""後悔する"""",""""感謝する"""",""""拒否する"""",""""期待する"""",""""提案する""""]""	""[""""regret"""",""""respect"""",""""refuse"""",""""expect"""",""""suggest""""]""	""[""""regret"""",""""request"""",""""result"""",""""repeat"""",""""report""""]""	""[{""""word"""":""""repent"""",""""note"""":""""やや硬い語""""}]""	[]"
400281	4	sensitive	敏感な	easily affected by things or feelings	He is sensitive to cold weather.	彼は寒い天気に敏感だ。	adjective	4	3	""[""""敏感な"""",""""活発な"""",""""正直な"""",""""静かな"""",""""勇敢な""""]""	""[""""sensitive"""",""""active"""",""""honest"""",""""quiet"""",""""brave""""]""	""[""""sensitive"""",""""positive"""",""""relative"""",""""creative"""",""""negative""""]""	""[{""""word"""":""""delicate"""",""""note"""":""""傷つきやすい感じもある""""}]""	""[{""""word"""":""""insensitive"""",""""note"""":""""感じにくい""""}]"""
400282	4	emotion	感情	a strong feeling such as love, anger, or sadness	Music can change our emotion.	音楽は私たちの感情を変えることがある。	noun	4	3	""[""""感情"""",""""意見"""",""""記憶"""",""""習慣"""",""""経験""""]""	""[""""emotion"""",""""opinion"""",""""memory"""",""""habit"""",""""experience""""]""	""[""""emotion"""",""""ocean"""",""""notion"""",""""motion"""",""""edition""""]""	""[{""""word"""":""""feeling"""",""""note"""":""""より日常的な語""""}]""	[]"
400283	4	mood	気分	the way someone feels at a time	She is in a good mood today.	彼女は今日、機嫌がいい。	noun	4	3	""[""""気分"""",""""感覚"""",""""意見"""",""""習慣"""",""""表情""""]""	""[""""mood"""",""""sense"""",""""opinion"""",""""habit"""",""""expression""""]""	""[""""mood"""",""""moon"""",""""move"""",""""food"""",""""mud""""]""	""[{""""word"""":""""feeling"""",""""note"""":""""より広い意味での「気持ち」""""}]""	[]"
400284	4	sensation	感覚	a physical feeling or impression	I felt a strange sensation in my hand.	私は手に変な感覚を覚えた。	noun	5	2	""[""""感覚"""",""""気分"""",""""記憶"""",""""景色"""",""""方法""""]""	""[""""sensation"""",""""mood"""",""""memory"""",""""view"""",""""method""""]""	""[""""sensation"""",""""station"""",""""vacation"""",""""selection"""",""""situation""""]""	""[{""""word"""":""""feeling"""",""""note"""":""""より基本的な語""""}]""	[]"
400285	4	sympathy	同情	kind feelings for someone who is sad or in trouble	I felt sympathy for the lost child.	私は迷子の子どもに同情した。	noun	5	2	""[""""同情"""",""""尊敬"""",""""勇気"""",""""希望"""",""""努力""""]""	""[""""sympathy"""",""""respect"""",""""courage"""",""""hope"""",""""effort""""]""	""[""""sympathy"""",""""company"""",""""family"""",""""memory"""",""""energy""""]""	""[{""""word"""":""""pity"""",""""note"""":""""やや強く「かわいそうに思う」""""}]""	[]"
400286	4	grateful	感謝している	feeling thankful for something	I am grateful for your help.	私はあなたの助けに感謝しています。	adjective	4	3	""[""""感謝している"""",""""驚いている"""",""""疲れている"""",""""怒っている"""",""""困っている""""]""	""[""""grateful"""",""""surprised"""",""""tired"""",""""angry"""",""""worried""""]""	""[""""grateful"""",""""great"""",""""grape"""",""""global"""",""""careful""""]""	""[{""""word"""":""""thankful"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""ungrateful"""",""""note"""":""""感謝していない""""}]"""
400287	4	oppose	反対する	to disagree with something and try to stop it	Many people oppose the new plan.	多くの人がその新しい計画に反対しています。	verb	4	3	""[""""反対する"""",""""賛成する"""",""""説明する"""",""""選ぶ"""",""""準備する""""]""	""[""""oppose"""",""""support"""",""""explain"""",""""choose"""",""""prepare""""]""	""[""""oppose"""",""""suppose"""",""""expose"""",""""compose"""",""""approach""""]""	""[{""""word"""":""""object"""",""""note"""":""""ややかたい語""""}]""	""[{""""word"""":""""support"""",""""note"""":""""賛成して支える""""}]"""
400288	4	resist	抵抗する	to fight against something or refuse it	He tried to resist the temptation.	彼はその誘惑に抵抗しようとしました。	verb	4	3	""[""""抵抗する"""",""""受け入れる"""",""""隠す"""",""""集める"""",""""改善する""""]""	""[""""resist"""",""""accept"""",""""hide"""",""""collect"""",""""improve""""]""	""[""""resist"""",""""result"""",""""respect"""",""""remain"""",""""repeat""""]""	""[{""""word"""":""""fight"""",""""note"""":""""文脈によって近い""""}]""	""[{""""word"""":""""accept"""",""""note"""":""""受け入れる""""}]"""
400289	4	struggle	苦闘する	to try very hard because something is difficult	He had to struggle to carry the heavy box.	彼はその重い箱を運ぶのに苦労しなければならなかった。	verb	4	3	""[""""苦闘する"""",""""努力する"""",""""運ぶ"""",""""支える"""",""""隠す""""]""	""[""""struggle"""",""""manage"""",""""carry"""",""""support"""",""""hide""""]""	""[""""struggle"""",""""strong"""",""""straight"""",""""single"""",""""signal""""]""	""[{""""word"""":""""fight"""",""""note"""":""""困難に立ち向かう意味で近い""""},{""""word"""":""""try"""",""""note"""":""""より広い意味の基本語""""}]""	""[{""""word"""":""""give up"""",""""note"""":""""途中でやめる""""}]"""
400290	4	conflict	対立	a serious disagreement or fight	The two groups were in conflict over the plan.	その2つのグループはその計画をめぐって対立していた。	noun	4	3	""[""""対立"""",""""協力"""",""""会話"""",""""約束"""",""""助言""""]""	""[""""conflict"""",""""cooperation"""",""""conversation"""",""""promise"""",""""advice""""]""	""[""""conflict"""",""""contact"""",""""concert"""",""""collect"""",""""connect""""]""	""[{""""word"""":""""disagreement"""",""""note"""":""""意見が合わないこと""""},{""""word"""":""""fight"""",""""note"""":""""よりくだけた基本語""""}]""	""[{""""word"""":""""peace"""",""""note"""":""""争いのない状態""""},{""""word"""":""""agreement"""",""""note"""":""""意見が一致すること""""}]"""
400291	4	violence	暴力	the use of physical force to hurt people	The movie contains a lot of violence.	その映画には多くの暴力表現が含まれている。	noun	4	3	""[""""暴力"""",""""平和"""",""""勇気"""",""""沈黙"""",""""自由""""]""	""[""""violence"""",""""peace"""",""""courage"""",""""silence"""",""""freedom""""]""	""[""""violence"""",""""science"""",""""silent"""",""""island"""",""""violet""""]""	[]	""[{""""word"""":""""peace"""",""""note"""":""""争いや暴力のない状態""""}]"""
400292	4	occupy	占める	to fill or use a space or time	The sofa occupies too much space.	そのソファは場所を取りすぎる。	verb	4	3	""[""""占める"""",""""防ぐ"""",""""集める"""",""""運ぶ"""",""""壊す""""]""	""[""""occupy"""",""""prevent"""",""""collect"""",""""carry"""",""""destroy""""]""	""[""""occupy"""",""""operate"""",""""opposite"""",""""option"""",""""october""""]""	""[{""""word"""":""""fill"""",""""note"""":""""空間を満たす意味で近い""""}]""	""[{""""word"""":""""empty"""",""""note"""":""""空にする""""}]"""
400293	4	ultimate	最終の	final or most important	This is the ultimate goal of our team.	これが私たちのチームの最終目標です。	adjective	4	2	""[""""最終の"""",""""基本の"""",""""安全な"""",""""静かな"""",""""有名な""""]""	""[""""ultimate"""",""""basic"""",""""safe"""",""""quiet"""",""""famous""""]""	""[""""ultimate"""",""""estimate"""",""""alternate"""",""""elegant"""",""""intimate""""]""	""[{""""word"""":""""final"""",""""note"""":""""いちばん最後の意味で近い""""}]""	""[{""""word"""":""""first"""",""""note"""":""""最初の""""}]"""
400294	4	detect	見つける	to notice or discover something	The machine can detect smoke quickly.	その機械は煙をすばやく見つけることができる。	verb	4	3	""[""""見つける"""",""""隠す"""",""""借りる"""",""""選ぶ"""",""""洗う""""]""	""[""""detect"""",""""hide"""",""""borrow"""",""""choose"""",""""wash""""]""	""[""""detect"""",""""direct"""",""""decide"""",""""detail"""",""""delete""""]""	""[{""""word"""":""""find"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""miss"""",""""note"""":""""見落とす""""}]"""
400295	4	locate	見つける	to find the place of something	We tried to locate the missing dog.	私たちはいなくなった犬を見つけようとした。	verb	4	3	""[""""見つける"""",""""隠す"""",""""運ぶ"""",""""選ぶ"""",""""壊す""""]""	""[""""locate"""",""""hide"""",""""carry"""",""""choose"""",""""break""""]""	""[""""locate"""",""""rotate"""",""""local"""",""""locker"""",""""record""""]""	""[{""""word"""":""""find"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""hide"""",""""note"""":""""隠して見つからなくする""""}]"""
